Elem,Load,Stage,Step,Part,Axial (kN),Shear-y (kN),Shear-z (kN),Torsion (kN·m),Moment-y (kN·m),Moment-z (kN·m)
1001,Summation,001_B_STG_SGPT,001(last),I[1001],0,0,0,0,0,0
1001,Summation,001_B_STG_SGPT,001(last),J[1002],0,0,0,0,0,0
1001,Summation,002_C_STG_SGPT,001(last),I[1001],0,0,0,0,0,0
1001,Summation,002_C_STG_SGPT,001(last),J[1002],0,0,0,0,0,0
1001,Summation,003_E_STG_SGPT,001(last),I[1001],0,0,0,0,0,0
1001,Summation,003_E_STG_SGPT,001(last),J[1002],0,0,0,0,0,0
1001,Summation,003_F_STG_SGPT,002(last),I[1001],0,0,0,0,0,0
1001,Summation,003_F_STG_SGPT,002(last),J[1002],0,0,0,0,0,0
1001,Summation,004_G_STG_SGPT,001(last),I[1001],0,0,0,0,0,0
1001,Summation,004_G_STG_SGPT,001(last),J[1002],0,0,0,0,0,0
1001,Summation,005_A_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,005_A_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,006_B_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,006_B_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,007_C_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,007_C_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,008_D_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,008_D_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,009_E_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,009_E_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,010_F_STG_SG01,002(last),I[1001],0,0,0,0,0,0
1001,Summation,010_F_STG_SG01,002(last),J[1002],0,0,0,0,0,0
1001,Summation,011_G_STG_SG01,001(last),I[1001],0,0,0,0,0,0
1001,Summation,011_G_STG_SG01,001(last),J[1002],0,0,0,0,0,0
1001,Summation,012_A_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,012_A_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,013_B_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,013_B_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,014_C_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,014_C_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,015_D_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,015_D_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,016_E_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,016_E_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,017_F_STG_SG02,002(last),I[1001],0,0,0,0,0,0
1001,Summation,017_F_STG_SG02,002(last),J[1002],0,0,0,0,0,0
1001,Summation,018_G_STG_SG02,001(last),I[1001],0,0,0,0,0,0
1001,Summation,018_G_STG_SG02,001(last),J[1002],0,0,0,0,0,0
1001,Summation,019_A_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,019_A_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,020_B_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,020_B_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,021_C_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,021_C_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,022_D_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,022_D_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,023_E_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,023_E_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,024_F_STG_SG03,002(last),I[1001],0,0,0,0,0,0
1001,Summation,024_F_STG_SG03,002(last),J[1002],0,0,0,0,0,0
1001,Summation,025_G_STG_SG03,001(last),I[1001],0,0,0,0,0,0
1001,Summation,025_G_STG_SG03,001(last),J[1002],0,0,0,0,0,0
1001,Summation,026_A_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,026_A_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,027_B_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,027_B_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,028_C_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,028_C_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,029_D_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,029_D_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,030_E_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,030_E_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,031_F_STG_SG04,002(last),I[1001],0,0,0,0,0,0
1001,Summation,031_F_STG_SG04,002(last),J[1002],0,0,0,0,0,0
1001,Summation,032_G_STG_SG04,001(last),I[1001],0,0,0,0,0,0
1001,Summation,032_G_STG_SG04,001(last),J[1002],0,0,0,0,0,0
1001,Summation,033_A_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,033_A_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,034_B_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,034_B_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,035_C_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,035_C_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,036_D_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,036_D_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,037_E_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,037_E_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,038_F_STG_SG05,002(last),I[1001],0,0,0,0,0,0
1001,Summation,038_F_STG_SG05,002(last),J[1002],0,0,0,0,0,0
1001,Summation,039_G_STG_SG05,001(last),I[1001],0,0,0,0,0,0
1001,Summation,039_G_STG_SG05,001(last),J[1002],0,0,0,0,0,0
1001,Summation,040_A_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,040_A_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,041_B_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,041_B_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,042_C_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,042_C_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,043_D_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,043_D_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,044_E_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,044_E_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,045_F_STG_SG06,002(last),I[1001],0,0,0,0,0,0
1001,Summation,045_F_STG_SG06,002(last),J[1002],0,0,0,0,0,0
1001,Summation,046_G_STG_SG06,001(last),I[1001],0,0,0,0,0,0
1001,Summation,046_G_STG_SG06,001(last),J[1002],0,0,0,0,0,0
1001,Summation,047_A_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,047_A_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,048_B_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,048_B_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,049_C_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,049_C_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,050_D_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,050_D_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,051_E_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,051_E_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,052_F_STG_SG07,002(last),I[1001],0,0,0,0,0,0
1001,Summation,052_F_STG_SG07,002(last),J[1002],0,0,0,0,0,0
1001,Summation,053_G_STG_SG07,001(last),I[1001],0,0,0,0,0,0
1001,Summation,053_G_STG_SG07,001(last),J[1002],0,0,0,0,0,0
1001,Summation,054_A_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,054_A_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,055_B_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,055_B_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,056_C_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,056_C_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,057_D_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,057_D_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,058_E_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,058_E_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,059_F_STG_SG08,002(last),I[1001],0,0,0,0,0,0
1001,Summation,059_F_STG_SG08,002(last),J[1002],0,0,0,0,0,0
1001,Summation,060_G_STG_SG08,001(last),I[1001],0,0,0,0,0,0
1001,Summation,060_G_STG_SG08,001(last),J[1002],0,0,0,0,0,0
1001,Summation,061_A_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,061_A_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,062_B_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,062_B_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,063_C_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,063_C_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,064_D_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,064_D_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,065_E_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,065_E_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,066_F_STG_SG09,002(last),I[1001],0,0,0,0,0,0
1001,Summation,066_F_STG_SG09,002(last),J[1002],0,0,0,0,0,0
1001,Summation,067_G_STG_SG09,001(last),I[1001],0,0,0,0,0,0
1001,Summation,067_G_STG_SG09,001(last),J[1002],0,0,0,0,0,0
1001,Summation,068_A_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,068_A_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,069_B_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,069_B_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,070_C_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,070_C_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,071_D_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,071_D_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,072_E_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,072_E_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,073_F_STG_SG10,002(last),I[1001],0,0,0,0,0,0
1001,Summation,073_F_STG_SG10,002(last),J[1002],0,0,0,0,0,0
1001,Summation,074_G_STG_SG10,001(last),I[1001],0,0,0,0,0,0
1001,Summation,074_G_STG_SG10,001(last),J[1002],0,0,0,0,0,0
1001,Summation,075_A_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,075_A_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,076_B_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,076_B_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,077_C_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,077_C_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,078_D_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,078_D_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,079_E_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,079_E_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,080_F_STG_SG11,002(last),I[1001],0,0,0,0,0,0
1001,Summation,080_F_STG_SG11,002(last),J[1002],0,0,0,0,0,0
1001,Summation,081_G_STG_SG11,001(last),I[1001],0,0,0,0,0,0
1001,Summation,081_G_STG_SG11,001(last),J[1002],0,0,0,0,0,0
1001,Summation,082_A_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,082_A_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,083_B_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,083_B_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,084_C_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,084_C_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,085_D_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,085_D_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,086_E_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,086_E_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,087_F_STG_SG12,002(last),I[1001],0,0,0,0,0,0
1001,Summation,087_F_STG_SG12,002(last),J[1002],0,0,0,0,0,0
1001,Summation,088_G_STG_SG12,001(last),I[1001],0,0,0,0,0,0
1001,Summation,088_G_STG_SG12,001(last),J[1002],0,0,0,0,0,0
1001,Summation,089_A_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,089_A_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,090_B_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,090_B_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,091_C_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,091_C_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,092_D_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,092_D_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,093_E_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,093_E_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,094_F_STG_SG13,002(last),I[1001],0,0,0,0,0,0
1001,Summation,094_F_STG_SG13,002(last),J[1002],0,0,0,0,0,0
1001,Summation,095_G_STG_SG13,001(last),I[1001],0,0,0,0,0,0
1001,Summation,095_G_STG_SG13,001(last),J[1002],0,0,0,0,0,0
1001,Summation,096_A_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,096_A_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,097_B_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,097_B_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,098_C_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,098_C_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,099_D_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,099_D_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,100_E_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,100_E_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,101_F_STG_SG14,002(last),I[1001],0,0,0,0,0,0
1001,Summation,101_F_STG_SG14,002(last),J[1002],0,0,0,0,0,0
1001,Summation,102_G_STG_SG14,001(last),I[1001],0,0,0,0,0,0
1001,Summation,102_G_STG_SG14,001(last),J[1002],0,0,0,0,0,0
1001,Summation,103_A_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,103_A_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,104_B_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,104_B_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,105_C_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,105_C_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,106_D_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,106_D_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,107_E_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,107_E_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,108_F_STG_SG15,002(last),I[1001],0,0,0,0,0,0
1001,Summation,108_F_STG_SG15,002(last),J[1002],0,0,0,0,0,0
1001,Summation,109_G_STG_SG15,001(last),I[1001],0,0,0,0,0,0
1001,Summation,109_G_STG_SG15,001(last),J[1002],0,0,0,0,0,0
1001,Summation,110_A_STG_SGCL,001(last),I[1001],0,0,0,0,0,0
1001,Summation,110_A_STG_SGCL,001(last),J[1002],0,0,0,0,0,0
1001,Summation,111_B_STG_SGCL,001(last),I[1001],-3.28,18.68,-76.5,-22.86,3.99,0.01
1001,Summation,111_B_STG_SGCL,001(last),J[1002],6.76,18.68,164.32,-22.86,-53.25,-24.3
1001,Summation,112_C_STG_SGCL,001(last),I[1001],-35066.05,24.79,0,-40.35,-22650.67,58.08
1001,Summation,112_C_STG_SGCL,001(last),J[1002],-35316.95,24.97,243.14,-40.63,-23001.61,26.76
1001,Summation,113_D_STG_SGCL,001(last),I[1001],-35066.05,24.79,0,-40.35,-22650.67,58.08
1001,Summation,113_D_STG_SGCL,001(last),J[1002],-35316.95,24.97,243.14,-40.63,-23001.61,26.76
1001,Summation,114_G_STG_SGCL,002(last),I[1001],-33685.79,23.81,0,-39.71,-21350.58,62.83
1001,Summation,114_G_STG_SGCL,002(last),J[1002],-33911.51,23.98,243.15,-39.99,-21677.83,33.53
1001,Summation,115_C_STG_SGALL,001(last),I[1001],-33685.79,23.82,0,-39.71,-21350.58,62.8
1001,Summation,115_C_STG_SGALL,001(last),J[1002],-48122.6,34.03,928.3,-37.43,-23913.45,43.87
1001,Summation,116_G_STG_SGALL,002(last),I[1001],-33621.08,23.66,0,-39.66,-21304.07,63.65
1001,Summation,116_G_STG_SGALL,002(last),J[1002],-47768.97,33.67,919.49,-37.33,-23751.22,44.58
1001,Summation,117_B_STG_BARRIER,001(last),I[1001],-33621.1,23.66,0,-39.66,-21304.07,63.65
1001,Summation,117_B_STG_BARRIER,001(last),J[1002],-47767.61,33.67,947.91,-37.29,-23769.04,44.58
1001,Summation,118_G_STG_BARRIER,002(last),I[1001],-33561.46,23.56,0,-39.63,-21255.83,64.05
1001,Summation,118_G_STG_BARRIER,002(last),J[1002],-47644.65,33.52,945.76,-37.25,-23698.62,45.04
1001,Summation,119_B_STG_ASPAL,001(last),I[1001],-33561.46,23.56,0,-39.63,-21255.83,64.05
1001,Summation,119_B_STG_ASPAL,001(last),J[1002],-47644.1,33.52,957.2,-37.25,-23705.79,45.04
1001,Summation,120_G_STG_ASPAL,002(last),I[1001],-33511.52,23.47,-0.01,-39.6,-21215.61,64.38
1001,Summation,120_G_STG_ASPAL,002(last),J[1002],-47549.6,33.41,955.69,-37.21,-23649.82,45.44
1002,Summation,001_B_STG_SGPT,001(last),I[1002],0,0,0,0,0,0
1002,Summation,001_B_STG_SGPT,001(last),J[1003],0,0,0,0,0,0
1002,Summation,002_C_STG_SGPT,001(last),I[1002],0,0,0,0,0,0
1002,Summation,002_C_STG_SGPT,001(last),J[1003],0,0,0,0,0,0
1002,Summation,003_E_STG_SGPT,001(last),I[1002],0,0,0,0,0,0
1002,Summation,003_E_STG_SGPT,001(last),J[1003],0,0,0,0,0,0
1002,Summation,003_F_STG_SGPT,002(last),I[1002],0,0,0,0,0,0
1002,Summation,003_F_STG_SGPT,002(last),J[1003],0,0,0,0,0,0
1002,Summation,004_G_STG_SGPT,001(last),I[1002],0,0,0,0,0,0
1002,Summation,004_G_STG_SGPT,001(last),J[1003],0,0,0,0,0,0
1002,Summation,005_A_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,005_A_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,006_B_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,006_B_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,007_C_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,007_C_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,008_D_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,008_D_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,009_E_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,009_E_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,010_F_STG_SG01,002(last),I[1002],0,0,0,0,0,0
1002,Summation,010_F_STG_SG01,002(last),J[1003],0,0,0,0,0,0
1002,Summation,011_G_STG_SG01,001(last),I[1002],0,0,0,0,0,0
1002,Summation,011_G_STG_SG01,001(last),J[1003],0,0,0,0,0,0
1002,Summation,012_A_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,012_A_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,013_B_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,013_B_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,014_C_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,014_C_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,015_D_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,015_D_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,016_E_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,016_E_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,017_F_STG_SG02,002(last),I[1002],0,0,0,0,0,0
1002,Summation,017_F_STG_SG02,002(last),J[1003],0,0,0,0,0,0
1002,Summation,018_G_STG_SG02,001(last),I[1002],0,0,0,0,0,0
1002,Summation,018_G_STG_SG02,001(last),J[1003],0,0,0,0,0,0
1002,Summation,019_A_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,019_A_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,020_B_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,020_B_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,021_C_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,021_C_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,022_D_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,022_D_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,023_E_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,023_E_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,024_F_STG_SG03,002(last),I[1002],0,0,0,0,0,0
1002,Summation,024_F_STG_SG03,002(last),J[1003],0,0,0,0,0,0
1002,Summation,025_G_STG_SG03,001(last),I[1002],0,0,0,0,0,0
1002,Summation,025_G_STG_SG03,001(last),J[1003],0,0,0,0,0,0
1002,Summation,026_A_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,026_A_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,027_B_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,027_B_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,028_C_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,028_C_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,029_D_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,029_D_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,030_E_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,030_E_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,031_F_STG_SG04,002(last),I[1002],0,0,0,0,0,0
1002,Summation,031_F_STG_SG04,002(last),J[1003],0,0,0,0,0,0
1002,Summation,032_G_STG_SG04,001(last),I[1002],0,0,0,0,0,0
1002,Summation,032_G_STG_SG04,001(last),J[1003],0,0,0,0,0,0
1002,Summation,033_A_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,033_A_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,034_B_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,034_B_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,035_C_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,035_C_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,036_D_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,036_D_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,037_E_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,037_E_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,038_F_STG_SG05,002(last),I[1002],0,0,0,0,0,0
1002,Summation,038_F_STG_SG05,002(last),J[1003],0,0,0,0,0,0
1002,Summation,039_G_STG_SG05,001(last),I[1002],0,0,0,0,0,0
1002,Summation,039_G_STG_SG05,001(last),J[1003],0,0,0,0,0,0
1002,Summation,040_A_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,040_A_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,041_B_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,041_B_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,042_C_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,042_C_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,043_D_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,043_D_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,044_E_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,044_E_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,045_F_STG_SG06,002(last),I[1002],0,0,0,0,0,0
1002,Summation,045_F_STG_SG06,002(last),J[1003],0,0,0,0,0,0
1002,Summation,046_G_STG_SG06,001(last),I[1002],0,0,0,0,0,0
1002,Summation,046_G_STG_SG06,001(last),J[1003],0,0,0,0,0,0
1002,Summation,047_A_STG_SG07,001(last),I[1002],0,0,0,0,0,0
1002,Summation,047_A_STG_SG07,001(last),J[1003],0,0,0,0,0,0
1002,Summation,048_B_STG_SG07,001(last),I[1002],0,0,0,0,0,0
1002,Summation,048_B_STG_SG07,001(last),J[1003],0,0,0,0,0,0
1002,Summation,049_C_STG_SG07,001(last),I[1002],0,0,0,0,0,0
1002,Summation,049_C_STG_SG07,001(last),J[1003],0,0,0,0,0,0
1002,Summation,050_D_STG_SG07,001(last),I[1002],0,0,0,0,0,0
1002,Summation,050_D_STG_SG07,001(last),J[1003],0,0,0,0,0,0
1002,Summation,051_E_STG_SG07,001(last),I[1002],0,0,0,0,0,0
1002,Summation,051_E_STG_SG07,001(last),J[1003],0,0,0,0,0,0
1002,Summation,052_F_STG_SG07,002(last),I[1002],0,0,0,0,0,0
